countryName,year,CO2EmsnPerCapita,GDPPerCapita_2011USDValue,Population,GdpPercap_100USD
Namibia,2004,0.975618496,6781,2043339,67.81
Nepal,2004,0.104232317,1783,26717875,17.83
Netherlands,2004,11.14086623,41319,16225091,413.19
New Zealand,2004,8.838491846,30132,4079130,301.32
Nicaragua,2004,0.824577661,3646,5356012,36.46
Niger,2004,0.061570623,718,12546945,7.18
Nigeria,2004,0.768039589,3695,136399438,36.95
Norway,2004,9.642224257,80152,4587046,801.52
Oman,2004,11.28589711,43421,2378336,434.21
Pakistan,2004,0.861912827,3924,155860066,39.24
Panama,2004,1.746954988,10979,3181969,109.79
Paraguay,2004,0.710632881,6010,5786836,60.1
Peru,2004,1.157016836,6857,27242033,68.57
Philippines,2004,0.859377038,4815,83936698,48.15
Poland,2004,8.40031238,15929,38175134,159.29
Portugal,2004,6.384765822,24813,10506253,248.13
Qatar,2004,56.28259678,143386,715146,1433.86
Romania,2004,4.764654194,13149,21845264,131.49
Sao Tome and Principe,2004,0.482203607,2484,150311,24.84
Saudi Arabia,2004,16.98681227,43651,23213767,436.51
Senegal,2004,0.455324233,1993,10581316,19.93
Serbia,2004,5.696248915,9920,9895409,99.2
Seychelles,2004,8.41827077,16278,82631,162.78
Singapore,2004,6.51045757,45492,4160158,454.92
Slovenia,2004,8.351116308,23439,1997959,234.39
South Africa,2004,9.29664841,10137,47226670,101.37
Spain,2004,8.172365031,31823,42732092,318.23
Sri Lanka,2004,0.626978705,6003,19610604,60.03
Sudan,2004,0.379432009,2799,29830604,27.99
Sweden,2004,6.278012115,38760,8990639,387.6
Sweden,2004,6.278012115,38760,8977965,387.6
Switzerland,2004,6.155813764,53663,7361231,536.63
Tajikistan,2004,0.379463069,2248,6391120,22.48
Tanzania,2004,0.110631585,1760,37786946,17.6
Thailand,2004,3.695899369,10912,66060383,109.12
Togo,2004,0.315095875,1202,5288273,12.02
Trinidad and Tobago,2004,25.83422034,22969,1310622,229.69
Tunisia,2004,2.188805552,8844,9814009,88.44
Turkey,2004,3.610162133,14432,67235927,144.32
Turkmenistan,2004,9.875218971,8431,4696771,84.31
Ukraine,2004,6.486268412,9042,47275250,90.42
United Arab Emirates,2004,27.36530064,115823,3658042,1158.23
United Kingdom,2004,9.571881291,34638,59891788,346.38
United States,2004,20.87452945,48493,292539324,484.93
United States,2004,20.87452945,48493,294063120,484.93
Uruguay,2004,1.673777039,11886,3321367,118.86
Uzbekistan,2004,4.805714195,4542,25708188,45.42
Vietnam,2004,1.051150411,3350,82262996,33.5
Zambia,2004,0.179367852,2258,11192422,22.58
Zimbabwe,2004,0.737901785,1622,12597877,16.22
Cambodia,2005,0.209013262,1866,13357574,18.66
Cameroon,2005,0.206148407,2446,17553589,24.46
Canada,2005,17.86428351,41177,32283413,411.77
Chile,2005,3.77450308,16480,16301726,164.8
China,2005,4.366726593,6212,1321623490,62.12
China,2005,4.366726593,6212,1307593489,62.12
Colombia,2005,1.39193422,9511,43040558,95.11
Comoros,2005,0.227642011,1378,642974,13.78
Costa Rica,2005,1.574249142,10218,4309413,102.18
Cote d'Ivoire,2005,0.408836176,2598,18020946,25.98
Croatia,2005,5.365287373,19241,4441986,192.41
Cuba,2005,2.290594393,5248,11254242,52.48
Cyprus,2005,7.757609672,27658,1032562,276.58
Czech Republic,2005,12.21411396,23882,10220638,238.82
Denmark,2005,9.504778029,43736,5419444,437.36
Djibouti,2005,0.528605025,2078,808367,20.78
Dominica,2005,1.660101661,7558,68925,75.58
Dominican Republic,2005,1.989723485,9085,9264267,90.85
Ecuador,2005,2.181986481,8607,13426402,86.07
El Salvador,2005,1.053128269,7070,6050513,70.7
Equatorial Guinea,2005,6.217000279,36733,607739,367.33
Estonia,2005,12.64068656,20441,1345857,204.41
Ethiopia,2005,0.064581197,788,74263861,7.88
Finland,2005,10.84727275,36951,5244342,369.51
France,2005,7.065355486,35817,60996506,358.17
Gabon,2005,3.462163035,16371,1370729,163.71
Georgia,2005,1.118231718,6660,4477006,66.6
Germany,2005,10.61846948,38741,82540739,387.41
Ghana,2005,0.315821092,2401,21639806,24.01
Greece,2005,10.08079423,27532,11183114,275.32
Guatemala,2005,0.943021484,6055,12717154,60.55
Guinea-Bissau,2005,0.153900747,1252,1367695,12.52
Haiti,2005,0.221016826,1605,9347262,16.05
Honduras,2005,1.00720157,4038,6879243,40.38
Hungary,2005,5.998133589,20471,10086936,204.71
Iceland,2005,10.06480234,37023,296743,370.23
India,2005,1.057709916,3226,1144118674,32.26
India,2005,1.057709916,3226,1140042863,32.26
Indonesia,2005,1.515485857,6663,227303175,66.63
Iraq,2005,4.183153146,9829,27359461,98.29
Ireland,2005,11.41818876,52687,4158042,526.87
Israel,2005,8.560391171,25186,6604572,251.86
Italy,2005,8.421132286,36367,58671206,363.67
Jamaica,2005,3.771154844,7489,2681653,74.89
Japan,2005,10.02726165,34730,126392944,347.3
Jordan,2005,3.576426599,10607,5342002,106.07
Kazakhstan,2005,11.8598262,15728,15171805,157.28
Kenya,2005,0.231317474,2396,35614576,23.96
Kuwait,2005,31.25965017,93903,2264014,939.03
Latvia,2005,3.479224732,16306,2305528,163.06
Lebanon,2005,4.177100035,12137,4052420,121.37
Lesotho,2005,1.031798734,1753,2065752,17.53
Libya,2005,8.924403482,25893,5769709,258.93
Lithuania,2005,4.212997119,16409,3415748,164.09
Luxembourg,2005,26.31562052,52037,457197,520.37
Malaysia,2005,6.722160987,16350,26100241,163.5
Malta,2005,6.553846264,21958,409295,219.58
Mauritius,2005,2.695522024,13242,1256742,132.42
Mexico,2005,4.295234245,14354,106483757,143.54
Moldova,2005,1.187616925,3657,3766876,36.57
Mongolia,2005,3.393593214,6417,2547339,64.17
Montenegro,2005,3.583650704,11627,626739,116.27
Morocco,2005,1.491595937,5750,30392473,57.5
Mozambique,2005,0.084630835,690,20770013,6.9
Myanmar,2005,0.237871696,2703,46321162,27.03
Namibia,2005,1.135874689,6867,2079951,68.67
Nepal,2005,0.119015802,1820,27281945,18.2
Netherlands,2005,10.84677508,42113,16305457,421.13
New Zealand,2005,9.103831141,30553,4134117,305.53
Nicaragua,2005,0.793729802,3749,5424336,37.49
Niger,2005,0.05202336,751,12993884,7.51
Nigeria,2005,0.760804891,3852,139823340,38.52
Norway,2005,9.403558973,81698,4623298,816.98
Oman,2005,11.73374743,43462,2429510,434.62
Pakistan,2005,0.875554078,4118,158645463,41.18
Panama,2005,2.024067861,11579,3238321,115.79
Paraguay,2005,0.653733021,6038,5897816,60.38
Peru,2005,1.33040571,7205,27558769,72.05
Philippines,2005,0.849283591,4944,85546427,49.44
Poland,2005,8.384945042,16493,38165040,164.93
Portugal,2005,6.577625792,24957,10543663,249.57
Qatar,2005,58.61053033,134824,820986,1348.24
Romania,2005,4.711237568,13685,21771749,136.85
Sao Tome and Principe,2005,0.494403393,2601,152622,26.01
Saudi Arabia,2005,16.55904329,44800,24041116,448
Senegal,2005,0.492351483,2049,10871908,20.49
Serbia,2005,5.412838252,10488,9856152,104.88
Seychelles,2005,7.76201208,17550,83513,175.5
Singapore,2005,6.75439152,47758,4265999,477.58
Slovenia,2005,8.48017216,24335,2002084,243.35
South Africa,2005,8.501554037,10524,47792787,105.24
Spain,2005,8.377431498,32406,43395441,324.06
Sri Lanka,2005,0.611291382,6321,19842536,63.21
Sudan,2005,0.3549984,2950,30551777,29.5
Sweden,2005,5.957025818,39917,9038623,399.17
Sweden,2005,5.957025818,39917,9029345,399.17
Switzerland,2005,6.177858973,54940,7415007,549.4
Tajikistan,2005,0.353239924,2369,6453240,23.69
Tanzania,2005,0.136006883,1820,38831024,18.2
Thailand,2005,3.734080014,11303,66698483,113.03
Togo,2005,0.30292272,1188,5408044,11.88
Trinidad and Tobago,2005,29.34632479,24447,1315386,244.47
Tunisia,2005,2.204278579,9106,9912114,91.06
Turkey,2005,3.842192465,15416,68143186,154.16
Turkmenistan,2005,10.14409949,9417,4747839,94.17
Ukraine,2005,6.686270791,9387,46923927,93.87
United Arab Emirates,2005,25.01427792,107735,4069349,1077.35
United Kingdom,2005,9.454830655,35424,60202727,354.24
United States,2005,20.77733904,49655,295129501,496.55
United States,2005,20.77733904,49655,296820296,496.55
Uruguay,2005,1.721729685,12694,3322529,126.94
Uzbekistan,2005,4.409102622,4810,25947414,48.1
Vietnam,2005,1.125137682,3558,83161145,35.58
Zambia,2005,0.186030401,2361,11462365,23.61
Zimbabwe,2005,0.826863655,1510,12570686,15.1
Cambodia,2006,0.222431589,2036,13515884,20.36
Cameroon,2006,0.209638978,2458,17948395,24.58
Canada,2006,17.47523975,41834,32627978,418.34
Chile,2006,3.919877086,17346,16468677,173.46
China,2006,4.798152559,6890,1329209094,68.9
China,2006,4.798152559,6890,1314581402,68.9
Colombia,2006,1.418873692,10028,43696540,100.28
Comoros,2006,0.257358822,1490,660559,14.9
Costa Rica,2006,1.61652672,10801,4381820,108.01
Cote d'Ivoire,2006,0.364255711,2582,18325979,25.82
Croatia,2006,5.428339723,20168,4433791,201.68
Cuba,2006,2.410375965,5923,11265124,59.23
Cyprus,2006,7.8056189,28427,1048272,284.27
Czech Republic,2006,12.27197092,25456,10258796,254.56
Denmark,2006,10.91762881,45299,5442644,452.99
Djibouti,2006,0.51540301,2297,823682,22.97
Dominica,2006,1.604135184,7890,68700,78.9
Dominican Republic,2006,2.072319027,9912,9398285,99.12
Ecuador,2006,2.042215247,8822,13639708,88.22
El Salvador,2006,1.109648702,7329,6074487,73.29
Equatorial Guinea,2006,5.998619065,37611,625777,376.11
Estonia,2006,12.18352161,22674,1344038,226.74
Ethiopia,2006,0.067430494,844,75993403,8.44
Finland,2006,12.95668616,38302,5265936,383.02
France,2006,6.853084769,36439,61378065,364.39
Gabon,2006,2.867034732,15518,1397192,155.18
Georgia,2006,1.373343475,7227,4442825,72.27
Germany,2006,10.77683747,40220,82536138,402.2
Ghana,2006,0.414229342,2495,22170556,24.95
Greece,2006,9.91861638,29001,11219300,290.01
Guatemala,2006,0.926858572,6241,13034904,62.41
Guinea-Bissau,2006,0.153026647,1255,1395492,12.55
Haiti,2006,0.221494659,1614,9479136,16.14
Honduras,2006,0.908147741,4208,7017769,42.08
Hungary,2006,5.95068061,21293,10064274,212.93
Iceland,2006,10.49965846,37973,301010,379.73
India,2006,1.107722799,3477,1161977719,34.77
India,2006,1.107722799,3477,1157038539,34.77
Indonesia,2006,1.508451236,6940,229918547,69.4
Iraq,2006,3.544709456,10122,28140999,101.22
Ireland,2006,11.04952503,54287,4226428,542.87
Israel,2006,9.200168953,26139,6755143,261.39
Italy,2006,8.289625175,36985,59082100,369.85
Jamaica,2006,4.138501391,7642,2696334,76.42
Japan,2006,9.831114361,35225,126464789,352.25
Jordan,2006,3.459157296,11057,5495117,110.57
Kazakhstan,2006,12.93555033,17239,15312333,172.39
Kenya,2006,0.251984727,2461,36540948,24.61
Kuwait,2006,30.87131952,95645,2351441,956.45
Latvia,2006,3.744930886,18413,2293080,184.13
Lebanon,2006,3.645737242,12097,4097457,120.97
Lesotho,2006,1.036385706,1832,2085561,18.32
Libya,2006,8.95467145,27106,5893738,271.06
Lithuania,2006,4.359682741,17908,3397895,179.08
Luxembourg,2006,25.51638912,53866,465586,538.66
Malaysia,2006,6.333510661,16960,26586287,169.6
Malta,2006,6.558211659,22278,411084,222.78
Mauritius,2006,2.953640508,13769,1266684,137.69
Mexico,2006,4.349107951,14894,107835259,148.94
Moldova,2006,1.213528336,3878,3714961,38.78
Mongolia,2006,3.676977278,6886,2584143,68.86
Montenegro,2006,3.854769581,12758,627074,127.58
Morocco,2006,1.535205702,6114,30702084,61.14
Mozambique,2006,0.088864351,741,21290952,7.41
Myanmar,2006,0.261569926,3021,46605278,30.21
Namibia,2006,1.133563,7261,2118653,72.61
Nepal,2006,0.097507271,1870,27833665,18.7
Netherlands,2006,10.5069568,43525,16377959,435.25
New Zealand,2006,8.963407707,31038,4184903,310.38
Nicaragua,2006,0.809906642,3852,5493527,38.52
Niger,2006,0.0485616,766,13460138,7.66
Nigeria,2006,0.690406057,4007,143338939,40.07
Norway,2006,9.3992488,82984,4668802,829.84
Oman,2006,15.11672991,44964,2490620,449.64
Pakistan,2006,0.914908945,4266,161513324,42.66
Panama,2006,2.142788504,12365,3294583,123.65
Paraguay,2006,0.669262643,6228,6008597,62.28
Peru,2006,1.231161708,7662,27866387,76.62
Philippines,2006,0.757571501,5101,87116275,51.01
Poland,2006,8.727537308,17523,38170330,175.23
Portugal,2006,6.110422287,25299,10577630,252.99
Qatar,2006,62.54680649,144032,978336,1440.32
Romania,2006,4.901663629,15027,21705175,150.27
Sao Tome and Principe,2006,0.52892147,2774,154970,27.74
Saudi Arabia,2006,17.54767214,44827,24799436,448.27
Senegal,2006,0.382612533,2045,11169549,20.45
Serbia,2006,5.86044822,11046,9835841,110.46
Seychelles,2006,8.173189529,18994,84291,189.94
Singapore,2006,6.672722593,50800,4409955,508
Slovenia,2006,8.545804433,25629,2006903,256.29
South Africa,2006,9.028915995,10970,48330914,109.7
Spain,2006,8.055337154,33211,44017887,332.11
Sri Lanka,2006,0.599571228,6753,20062070,67.53
Sudan,2006,0.379765232,3183,31314098,31.83
Sweden,2006,5.900526909,41564,9096264,415.64
Sweden,2006,5.900526909,41564,9090707,415.64
Switzerland,2006,6.06378296,56787,7468350,567.87
Tajikistan,2006,0.376275591,2483,6524634,24.83
Tanzania,2006,0.144678237,1850,39923609,18.5
Thailand,2006,3.77703232,11800,67276383,118
Togo,2006,0.257033139,1203,5529908,12.03
Trinidad and Tobago,2006,32.65997374,27724,1320418,277.24
Tunisia,2006,2.216770408,9527,10017832,95.27
Turkey,2006,4.09435395,16244,69063538,162.44
Turkmenistan,2006,10.26425607,10327,4801847,103.27
Ukraine,2006,7.138363106,10166,46591797,101.66
United Arab Emirates,2006,23.25124966,102560,4662728,1025.6
United Kingdom,2006,9.335955512,36045,60538143,360.45
United States,2006,20.32129072,50490,297827356,504.9
United States,2006,20.32129072,50490,299564470,504.9
Uruguay,2006,1.980186572,13169,3327451,131.69
Uzbekistan,2006,4.451364496,5118,26213729,51.18
Vietnam,2006,1.164985948,3759,84075580,37.59
Zambia,2006,0.180215114,2481,11750105,24.81
Zimbabwe,2006,0.789748428,1467,12529655,14.67
Cambodia,2007,0.252434511,2208,13669857,22.08
Cameroon,2007,0.309965602,2468,18350022,24.68
Canada,2007,17.99338175,42282,32977334,422.82
Chile,2007,4.287428564,18012,16633254,180.12
China,2007,5.132965331,7563,1336800506,75.63
China,2007,5.132965331,7563,1321481935,75.63
Colombia,2007,1.387540282,10592,44352327,105.92
Comoros,2007,0.159895265,1463,678602,14.63
Costa Rica,2007,1.806092585,11517,4452608,115.17
Cote d'Ivoire,2007,0.342481201,2572,18646754,25.72
Croatia,2007,5.743855384,21223,4425995,212.23
Cuba,2007,2.35298789,6054,11268687,60.54
Cyprus,2007,7.965138214,29170,1063027,291.7
Czech Republic,2007,12.3767363,26707,10313525,267.07
Denmark,2007,9.992237102,45508,5469130,455.08
Djibouti,2007,0.570376648,2359,839453,23.59
Dominica,2007,2.168964059,8345,68434,83.45
Dominican Republic,2007,2.183886918,10602,9531954,106.02
Ecuador,2007,2.217034663,8876,13849721,88.76
El Salvador,2007,1.125321904,7596,6100868,75.96
Equatorial Guinea,2007,5.778796542,42173,643936,421.73
Estonia,2007,14.93346167,24542,1342873,245.42
Ethiopia,2007,0.071954632,905,77718436,9.05
Finland,2007,12.60012957,40117,5290431,401.17
France,2007,6.663848062,37068,61744596,370.68
Gabon,2007,2.746009557,16160,1423637,161.6
Georgia,2007,1.44965849,8146,4415956,81.46
Germany,2007,10.47515951,41587,82516297,415.87
Ghana,2007,0.42375381,2546,22712403,25.46
Greece,2007,10.06797907,29874,11255717,298.74
Guatemala,2007,0.903026895,6492,13358842,64.92
Guinea-Bissau,2007,0.159639492,1270,1424191,12.7
Haiti,2007,0.247047516,1641,9608453,16.41
Honduras,2007,1.115514495,4373,7158819,43.73
Hungary,2007,5.838284934,21422,10042572,214.22
Iceland,2007,11.44805836,40486,305721,404.86
India,2007,1.17849928,3740,1179681239,37.4
India,2007,1.17849928,3740,1173971629,37.4
Indonesia,2007,1.618627471,7290,232461746,72.9
Iraq,2007,2.165932309,10056,28960581,100.56
Ireland,2007,10.82813909,54749,4291258,547.49
Israel,2007,9.071611154,27265,6920182,272.65
Italy,2007,8.100879169,37341,59495243,373.41
Jamaica,2007,3.465022268,7689,2709042,76.89
Japan,2007,10.11672257,35805,126515486,358.05
Jordan,2007,3.461380148,11484,5667443,114.84
Kazakhstan,2007,13.4594798,18572,15476093,185.72
Kenya,2007,0.250497532,2553,37485246,25.53
Kuwait,2007,29.90911516,95421,2447818,954.21
Latvia,2007,3.93677263,20410,2281693,204.1
Lebanon,2007,3.365454268,12888,4134872,128.88
Lesotho,2007,1.046177471,1921,2106128,19.21
Libya,2007,8.264112779,27953,6023053,279.53
Lithuania,2007,4.835223667,20131,3379043,201.31
Luxembourg,2007,23.737755,57471,475714,574.71
Malaysia,2007,6.852580292,17718,27051142,177.18
Malta,2007,6.716754029,23085,412608,230.85
Mauritius,2007,2.987236519,14459,1275650,144.59
Mexico,2007,4.312779146,15181,109220753,151.81
Moldova,2007,1.205855378,4041,3671540,40.41
Mongolia,2007,4.660602623,7497,2624509,74.97
Montenegro,2007,3.631564334,14265,627962,142.65
Morocco,2007,1.608615007,6259,31011199,62.59
Mozambique,2007,0.098571306,779,21811326,7.79
Myanmar,2007,0.260212542,3344,46915826,33.44
Namibia,2007,1.13447713,7553,2158984,75.53
Nepal,2007,0.098349947,1916,28373838,19.16
Netherlands,2007,10.45616253,45037,16443483,450.37
New Zealand,2007,8.655974287,31982,4232461,319.82
Nicaragua,2007,0.824039799,4004,5563654,40.04
Niger,2007,0.048874296,762,13945662,7.62
Nigeria,2007,0.645116274,4192,146951477,41.92
Norway,2007,9.715108118,84535,4722016,845.35
Oman,2007,16.19796413,46233,2561187,462.33
Pakistan,2007,0.972003213,4326,164445596,43.26
Panama,2007,2.05282177,13642,3350673,136.42
Paraguay,2007,0.684319712,6466,6119295,64.66
Peru,2007,1.498662283,8225,28166078,82.25
Philippines,2007,0.792488625,5334,88652631,53.34
Poland,2007,8.723436302,18766,38189762,187.66
Portugal,2007,5.857895187,25879,10608036,258.79
Qatar,2007,52.87296833,142477,1178192,1424.77
Romania,2007,5.160635105,16369,21644886,163.69
Russia,2007,11.51049463,21931,143150142,219.31
Sao Tome and Principe,2007,0.51668598,2801,157361,28.01
Saudi Arabia,2007,15.30565652,44493,25504176,444.93
Senegal,2007,0.406503714,2089,11474661,20.89
Serbia,2007,5.712601997,11753,9832994,117.53
Seychelles,2007,7.102269581,20752,84975,207.52
Singapore,2007,4.207091009,54183,4584894,541.83
Slovenia,2007,8.571952309,27361,2012345,273.61
South Africa,2007,9.300485429,11409,48842462,114.09
Spain,2007,8.10976681,33801,44604384,338.01
Sri Lanka,2007,0.613368315,7156,20272269,71.56
Sudan,2007,0.437194041,3480,32113409,34.8
Sweden,2007,5.763950348,42872,9163243,428.72
Sweden,2007,5.763950348,42872,9161374,428.72
Switzerland,2007,5.735155333,58612,7521613,586.12
Tajikistan,2007,0.448003494,2612,6604426,26.12
Tanzania,2007,0.136206664,1949,41068185,19.49
Thailand,2007,3.764087851,12376,67796451,123.76
Togo,2007,0.252902223,1192,5652811,11.92
Trinidad and Tobago,2007,34.63727703,29083,1325672,290.83
Tunisia,2007,2.299878578,10023,10130368,100.23
Turkey,2007,4.495326451,16771,69992754,167.71
Turkmenistan,2007,11.47609017,11337,4858843,113.37
Ukraine,2007,7.256467911,11067,46282158,110.67
United Arab Emirates,2007,22.06080646,91056,5405541,910.56
United Kingdom,2007,9.107304032,36679,60896101,366.79
United States,2007,20.39614762,50902,300595175,509.02
United States,2007,20.39614762,50902,302284564,509.02
Uruguay,2007,1.780530598,13930,3335528,139.3
Uzbekistan,2007,4.375481064,5549,26503833,55.49
Vietnam,2007,1.171006194,3978,85007447,39.78
Zambia,2007,0.146755526,2616,12055384,26.16
Zimbabwe,2007,0.737740533,1431,12481245,14.31
Bulgaria,2008,7.186473214,14945,7591322,149.45
Cambodia,2008,0.274124415,2315,13822644,23.15
Cameroon,2008,0.286998292,2468,18758778,24.68
Canada,2008,17.20741351,42253,33327954,422.53
Chile,2008,4.25032552,18440,16795593,184.4
China,2008,5.48579766,7930,1344415227,79.3
China,2008,5.48579766,7930,1328275524,79.3
Colombia,2008,1.49719834,10839,45005782,108.39
Costa Rica,2008,1.785855255,11883,4522124,118.83
Cote d'Ivoire,2008,0.338062403,2581,18987007,25.81
Croatia,2008,5.464834116,21673,4418387,216.73
Cuba,2008,2.674332851,6336,11266905,63.36
Cyprus,2008,7.983070519,29546,1077001,295.46
Czech Republic,2008,11.79358186,27204,10377359,272.04
Denmark,2008,9.314752189,45010,5497312,450.1
Dominican Republic,2008,2.103354352,10792,9664948,107.92
Ecuador,2008,2.306617093,9295,14056740,92.95
El Salvador,2008,1.048826994,7661,6129628,76.61
Estonia,2008,13.34066609,23275,1342145,232.75
Ethiopia,2008,0.076517077,965,79446419,9.65
Finland,2008,11.0168976,40219,5316334,402.19
France,2008,6.526450329,36928,62098413,369.28
Gabon,2008,2.697011145,15293,1450310,152.93
Georgia,2008,1.177367471,8344,4394018,83.44
Germany,2008,10.53138199,42117,82475271,421.17
Ghana,2008,0.383107366,2720,23264176,27.2
Greece,2008,9.729944213,29695,11291807,296.95
Guatemala,2008,0.797345551,6564,13690846,65.64
Haiti,2008,0.243767884,1630,9736332,16.3
Honduras,2008,1.077742825,4463,7302742,44.63
Hungary,2008,5.748875155,21650,10021886,216.5
Iceland,2008,12.20696421,40344,310666,403.44
India,2008,1.2930669,3928,1197146906,39.28
India,2008,1.2930669,3928,1190863679,39.28
Indonesia,2008,1.769111318,7739,234951154,77.39
Iraq,2008,3.16601042,10608,29821136,106.08
Ireland,2008,10.53550903,51298,4352866,512.98
Israel,2008,9.57818077,27585,7092324,275.85
Italy,2008,7.86627393,36705,59891479,367.05
Jamaica,2008,3.63368872,7566,2720282,75.66
Japan,2008,9.562353891,35431,126544640,354.31
Jordan,2008,3.192370367,11801,5848952,118.01
Kazakhstan,2008,13.33529494,18966,15655345,189.66
Kenya,2008,0.253182959,2484,38455418,24.84
Kuwait,2008,31.02854978,91763,2548351,917.63
Latvia,2008,3.784150025,19882,2271198,198.82
Lebanon,2008,4.238837051,13794,4166915,137.94
Libya,2008,9.142699719,31457,6149620,314.57
Lithuania,2008,4.691009399,20874,3359799,208.74
Luxembourg,2008,22.94814492,55731,486781,557.31
Malaysia,2008,7.435351039,18260,27502008,182.6
Malta,2008,6.851618429,23703,413946,237.03
Mauritius,2008,3.039307089,15133,1283849,151.33
Mexico,2008,4.357708351,15182,110627158,151.82
Moldova,2008,1.262423871,4408,3635059,44.08
Mongolia,2008,4.572330679,8055,2667474,80.55
Montenegro,2008,4.423660466,15400,629185,154
Morocco,2008,1.672983719,6555,31321453,65.55
Mozambique,2008,0.095414903,814,22332900,8.14
Myanmar,2008,0.196345975,3434,47250315,34.34
Namibia,2008,1.577709572,7651,2200422,76.51
Nepal,2008,0.127825319,2012,28905358,20.12
Netherlands,2008,10.59339957,45624,16503263,456.24
New Zealand,2008,8.801512494,31591,4277809,315.91
Nicaragua,2008,0.780275383,4067,5635577,40.67
Niger,2008,0.052733696,806,14450007,8.06
Nigeria,2008,0.631425593,4381,150665730,43.81
Norway,2008,9.410851616,83809,4778959,838.09
Oman,2008,15.26295356,48921,2636963,489.21
Pakistan,2008,0.949351473,4350,167442258,43.5
Panama,2008,2.042420268,14587,3406487,145.87
Paraguay,2008,0.723128901,6778,6230242,67.78
Peru,2008,1.408149737,8883,28463338,88.83
Philippines,2008,0.851773046,5453,90173139,54.53
Poland,2008,8.54383104,19560,38218462,195.6
Portugal,2008,5.62551335,25893,10634612,258.93
Qatar,2008,46.25002059,142296,1396060,1422.96
Romania,2008,5.060514503,17979,21589544,179.79
Russia,2008,11.73998487,23091,143083187,230.91
Saudi Arabia,2008,16.66629055,46109,26166639,461.09
Senegal,2008,0.388319424,2110,11787123,21.1
Serbia,2008,5.691460375,12440,9841360,124.4
Singapore,2008,7.442639611,53936,4772216,539.36
Slovenia,2008,8.988416775,28111,2018172,281.11
South Africa,2008,9.8017514,11619,49319363,116.19
Spain,2008,7.315351487,33643,45146258,336.43
Sri Lanka,2008,0.601018614,7522,20473799,75.22
Sudan,2008,0.452170042,3676,32941836,36.76
Sweden,2008,5.491360798,42542,9236890,425.42
Sweden,2008,5.491360798,42542,9236872,425.42
Switzerland,2008,5.846982358,59190,7573204,591.9
Tajikistan,2008,0.394722351,2774,6691416,27.74
Tanzania,2008,0.137217207,2000,42267667,20
Thailand,2008,3.750667492,12527,68267982,125.27
Togo,2008,0.247132167,1185,5776837,11.85
Trinidad and Tobago,2008,33.64250339,30106,1331040,301.06
Tunisia,2008,2.338102386,10365,10247325,103.65
Turkey,2008,4.406538255,16693,70923730,166.93
Turkmenistan,2008,11.48064545,12861,4918396,128.61
Ukraine,2008,7.052564482,11377,45991584,113.77
United Arab Emirates,2008,22.3599062,81842,6206623,818.42
United Kingdom,2008,8.777084521,36163,61270318,361.63
United States,2008,19.55597372,50276,303374067,502.76
United States,2008,19.55597372,50276,304989064,502.76
Uruguay,2008,2.44735756,14833,3345967,148.33
Uzbekistan,2008,4.450007532,5990,26811974,59.9
Vietnam,2008,1.306004926,4154,85951912,41.54
Zambia,2008,0.160944252,2742,12379612,27.42
Zimbabwe,2008,0.569302831,1203,12451543,12.03
Bulgaria,2009,6.130225486,14482,7542674,144.82
Cambodia,2009,0.322259074,2323,13977903,23.23
Cameroon,2009,0.339374405,2447,19175028,24.47
Canada,2009,15.99648979,40541,33675448,405.41
Chile,2009,3.916936668,17949,16955737,179.49
China,2009,5.738477093,8548,1352068091,85.48
China,2009,5.738477093,8548,1334908820,85.48
Colombia,2009,1.582070814,10889,45654044,108.89
Costa Rica,2009,1.710963827,11604,4590790,116.04
Cote d'Ivoire,2009,0.276596046,2608,19350026,26.08
Croatia,2009,5.066823422,20097,4410864,200.97
Cuba,2009,2.6244557,6476,11262628,64.76
Cyprus,2009,7.633896497,28253,1090473,282.53
Czech Republic,2009,10.99046315,25740,10439735,257.4
Denmark,2009,8.834517693,42573,5524874,425.73
Dominican Republic,2009,2.028475576,10745,9796852,107.45
Ecuador,2009,2.416619197,9208,14261566,92.08
El Salvador,2009,1.028575109,7392,6160423,73.92
Estonia,2009,10.9363221,19886,1341629,198.86
Ethiopia,2009,0.075314077,1026,81187751,10.26
Finland,2009,10.4476746,36717,5341546,367.17
France,2009,6.172553696,35642,62444770,356.42
Gabon,2009,2.658428698,14924,1477514,149.24
Georgia,2009,1.430821593,7987,4373630,79.87
Germany,2009,9.756778243,39852,82405365,398.52
Ghana,2009,0.313664172,2790,23824402,27.9
