countryName,year,CO2EmsnPerCapita,GDPPerCapita_2011USDValue,Population,GdpPercap_100USD
Greece,2009,9.117625152,28343,11326596,283.43
Guatemala,2009,0.816382675,6462,14033623,64.62
Haiti,2009,0.227035953,1655,9864241,16.55
Honduras,2009,0.95594074,4267,7449923,42.67
Hungary,2009,5.199452964,20261,10002247,202.61
Iceland,2009,11.80401365,37414,315543,374.14
India,2009,1.416588051,4198,1214270132,41.98
India,2009,1.416588051,4198,1207740408,41.98
Indonesia,2009,1.868890259,8009,237414495,80.09
Iraq,2009,3.461792869,10671,30724614,106.71
Ireland,2009,9.218020402,48462,4412181,484.62
Israel,2009,8.786718359,27464,7260949,274.64
Italy,2009,6.973834186,34535,60248654,345.35
Jamaica,2009,2.765344294,7252,2730774,72.52
Japan,2009,9.024140803,33549,126551705,335.49
Jordan,2009,3.127971935,11938,6025592,119.38
Kazakhstan,2009,12.93528078,18951,15841096,189.51
Kenya,2009,0.297338756,2490,39462188,24.9
Kuwait,2009,30.84668635,80061,2646286,800.61
Latvia,2009,3.487005625,17316,2261380,173.16
Lebanon,2009,5.013083414,15009,4196990,150.09
Libya,2009,9.344080112,30659,6262667,306.59
Lithuania,2009,4.04825748,17980,3341097,179.8
Luxembourg,2009,21.33568533,52324,497637,523.24
Malaysia,2009,7.11615177,17686,27949395,176.86
Malta,2009,6.241638204,22946,415220,229.46
Mauritius,2009,2.980624168,15472,1291609,154.72
Mexico,2009,4.141708641,14262,112033369,142.62
Moldova,2009,1.10826845,4189,3602853,41.89
Mongolia,2009,4.89977435,7839,2711659,78.39
Montenegro,2009,2.929543455,14658,630435,146.58
Morocco,2009,1.643967416,6758,31634524,67.58
Mozambique,2009,0.103720147,847,22858607,8.47
Myanmar,2009,0.203702317,3569,47601374,35.69
Namibia,2009,1.435054094,7570,2242078,75.7
Nepal,2009,0.156727073,2079,29432743,20.79
Netherlands,2009,10.23523003,43680,16559268,436.8
New Zealand,2009,8.050617377,31330,4322628,313.3
Nicaragua,2009,0.78310345,3908,5710230,39.08
Niger,2009,0.060851558,773,14972257,7.73
Nigeria,2009,0.489246449,4628,154488072,46.28
Norway,2009,8.95044386,81416,4834002,814.16
Oman,2009,14.0532159,49847,2712141,498.47
Pakistan,2009,0.929179522,4373,170494367,43.73
Panama,2009,2.352179095,14596,3461901,145.96
Paraguay,2009,0.733889219,6418,6341892,64.18
Peru,2009,1.753166396,8883,28765162,88.83
Philippines,2009,0.821582624,5421,91703090,54.21
Poland,2009,8.196885735,20096,38249228,200.96
Portugal,2009,5.354017356,25098,10657175,250.98
Qatar,2009,43.12154505,139066,1597765,1390.66
Romania,2009,4.229586423,16905,21537219,169.05
Russia,2009,10.98894839,21285,143092765,212.85
Saudi Arabia,2009,17.47255212,44061,26809105,440.61
Senegal,2009,0.334933949,2105,12106865,21.05
Serbia,2009,5.066435359,12094,9851440,120.94
Singapore,2009,11.2550175,52490,4945645,524.9
Slovenia,2009,8.013077423,25685,2024040,256.85
South Africa,2009,9.836548788,11293,49751503,112.93
Spain,2009,6.395724255,32181,45638113,321.81
Sri Lanka,2009,0.644753614,7728,20669142,77.28
Sudan,2009,0.46210193,3714,33537455,37.14
Sweden,2009,5.062903334,40339,9313478,403.39
Sweden,2009,5.062903334,40339,9311110,403.39
Switzerland,2009,5.625844885,57210,7621211,572.1
Tajikistan,2009,0.325806249,2835,6783390,28.35
Tanzania,2009,0.127482921,2052,43524738,20.52
Thailand,2009,3.958476506,12385,68706122,123.85
Togo,2009,0.432959501,1189,5901859,11.89
Trinidad and Tobago,2009,33.87435629,28816,1336349,288.16
Tunisia,2009,2.311536875,10581,10365089,105.81
Turkey,2009,4.440351147,15506,71846212,155.06
Turkmenistan,2009,10.01822062,13494,4979672,134.94
Ukraine,2009,6.026215538,9698,45715010,96.98
United Arab Emirates,2009,21.54665645,69446,6938815,694.46
United Kingdom,2009,7.885589505,34338,61652315,343.38
United States,2009,17.95432657,48453,306076362,484.53
United States,2009,17.95432657,48453,307686729,484.53
Uruguay,2009,2.363340104,15119,3357391,151.19
Uzbekistan,2009,3.783794856,6414,27128063,64.14
Vietnam,2009,1.402797435,4328,86901173,43.28
Zambia,2009,0.178820323,2914,12723746,29.14
Zimbabwe,2009,0.399657417,1289,12473992,12.89
Bulgaria,2010,6.454483415,14747,7494332,147.47
Cambodia,2010,0.343631086,2371,14138255,23.71
Cameroon,2010,0.333593479,2459,19598889,24.59
Canada,2010,16.25640466,41326,34016593,413.26
Chile,2010,4.197510736,18787,17113688,187.87
China,2010,6.251524765,9555,1359755102,95.55
China,2010,6.251524765,9555,1341335152,95.55
Colombia,2010,1.639885468,11189,46294841,111.89
Costa Rica,2010,1.634224939,12014,4658887,120.14
Cote d'Ivoire,2010,0.297231587,2605,19737800,26.05
Croatia,2010,4.90857954,19807,4403330,198.07
Cuba,2010,3.368216937,6697,11257979,66.97
Cyprus,2010,7.206387305,27887,1103647,278.87
Czech Republic,2010,11.15151506,26254,10492960,262.54
Denmark,2010,8.87374597,43178,5550142,431.78
Dominican Republic,2010,2.078648239,11481,9927320,114.81
Ecuador,2010,2.402734654,9392,14464739,93.92
El Salvador,2010,1.02472478,7466,6192993,74.66
Estonia,2010,14.27432578,20382,1341140,203.82
Ethiopia,2010,0.072925194,1097,82949541,10.97
Finland,2010,11.92589508,37643,5364546,376.43
France,2010,6.313200851,36141,62787427,361.41
Gabon,2010,2.915666713,15626,1505463,156.26
Georgia,2010,1.467289591,8404,4352244,84.04
Germany,2010,10.30579311,41576,82302465,415.76
Ghana,2010,0.396160991,2944,24391823,29.44
Greece,2010,8.504537242,26756,11359346,267.56
Guatemala,2010,0.776565616,6513,14388929,65.13
Haiti,2010,0.209351093,1581,9993247,15.81
Honduras,2010,0.95191181,4340,7600524,43.4
Hungary,2010,5.249937233,20444,9983645,204.44
Iceland,2010,11.30382358,36134,320136,361.34
India,2010,1.38103498,4487,1230980691,44.87
India,2010,1.38103498,4487,1224614327,44.87
Indonesia,2010,1.763905028,8425,239870937,84.25
Iraq,2010,3.607789404,11024,31671591,110.24
Ireland,2010,9.008032435,49178,4469900,491.78
Israel,2010,9.19570137,28482,7418400,284.82
Italy,2010,7.113251867,35010,60550848,350.1
Jamaica,2010,2.576875306,7093,2741052,70.93
Japan,2010,9.424778023,34990,126535920,349.9
Jordan,2010,2.870123279,11743,6187227,117.43
Kazakhstan,2010,14.44980926,20071,16026367,200.71
Kenya,2010,0.284060978,2625,40512682,26.25
Kuwait,2010,29.77643537,73610,2736732,736.1
Latvia,2010,4.080970357,17010,2252060,170.1
Lebanon,2010,4.614830867,16153,4227597,161.53
Libya,2010,9.907644239,31419,6355112,314.19
Lithuania,2010,4.38972359,18662,3323611,186.62
Luxembourg,2010,21.96206124,53877,507448,538.77
Malaysia,2010,7.683198759,18710,28401017,187.1
Malta,2010,6.224837927,23642,416515,236.42
Mauritius,2010,3.135651526,15984,1299172,159.84
Mexico,2010,3.972850827,14820,113423047,148.2
Moldova,2010,1.182746425,4533,3572885,45.33
Mongolia,2010,5.094630712,8212,2756001,82.12
Montenegro,2010,4.131856444,15142,631490,151.42
Morocco,2010,1.734051527,6940,31951412,69.4
Mozambique,2010,0.108742445,884,23390765,8.84
Myanmar,2010,0.248079095,3719,47963012,37.19
Namibia,2010,1.424683757,7917,2283289,79.17
Nepal,2010,0.181104262,2149,29959364,21.49
Netherlands,2010,10.92013079,44066,16612988,440.66
New Zealand,2010,8.011487864,31635,4368136,316.35
Nicaragua,2010,0.778878574,3987,5788163,39.87
Niger,2010,0.071179537,809,15511953,8.09
Nigeria,2010,0.569531766,5021,158423182,50.21
Norway,2010,9.378719084,80892,4883111,808.92
Oman,2010,15.37093551,49019,2782435,490.19
Pakistan,2010,0.924979903,4397,173593383,43.97
Panama,2010,2.470185893,15211,3516820,152.11
Paraguay,2010,0.80935657,7162,6454548,71.62
Peru,2010,1.92954894,9533,29076512,95.33
Philippines,2010,0.884838547,5738,93260798,57.38
Poland,2010,8.666524722,20805,38276660,208.05
Portugal,2010,4.964345303,25563,10675572,255.63
Qatar,2010,40.41180053,148056,1758793,1480.56
Romania,2010,4.087565545,16905,21486371,169.05
Russia,2010,11.57887447,22239,143153869,222.39
Saudi Arabia,2010,18.87705329,45040,27448086,450.4
Senegal,2010,0.563637649,2139,12433728,21.39
Serbia,2010,5.060664145,12228,9856222,122.28
Singapore,2010,10.95679442,59263,5086418,592.63
Slovenia,2010,7.995737939,25890,2029680,258.9
South Africa,2010,9.159361572,11535,50132817,115.35
Spain,2010,6.067232352,32042,46076989,320.42
Sri Lanka,2010,0.646107192,8283,20859949,82.83
Sudan,2010,0.463195054,3776,34136520,37.76
Sweden,2010,5.636456637,42753,9390168,427.53
Sweden,2010,5.636456637,42753,9379687,427.53
Switzerland,2010,5.751438891,58267,7664318,582.67
Tajikistan,2010,0.329479814,2966,6878637,29.66
Tanzania,2010,0.148390796,2124,44841226,21.24
Thailand,2010,4.157617456,13259,69122234,132.59
Togo,2010,0.399720312,1203,6027798,12.03
Trinidad and Tobago,2010,36.00055259,29804,1341465,298.04
Tunisia,2010,2.547246901,10746,10480934,107.46
Turkey,2010,4.417835383,16700,72752325,167
Turkmenistan,2010,11.22597472,14563,5041995,145.63
Ukraine,2010,6.409757152,9762,45448329,97.62
United Arab Emirates,2010,19.12352861,65294,7511690,652.94
United Kingdom,2010,8.090977674,34722,62035570,347.22
United States,2010,18.47152059,49267,308641391,492.67
United States,2010,18.47152059,49267,310383948,492.67
Uruguay,2010,1.866015703,16402,3368786,164.02
Uzbekistan,2010,3.620933491,6894,27444702,68.94
Vietnam,2010,1.53847887,4555,87848445,45.55
Zambia,2010,0.185023261,3125,13088570,31.25
Zimbabwe,2010,0.545281707,1404,12571454,14.04
Bulgaria,2011,7.22062662,15112,7446135,151.12
Cambodia,2011,0.350414102,2496,14305183,24.96
Cameroon,2011,0.274388399,2494,20030362,24.94
Canada,2011,16.23619786,42197,34349561,421.97
Chile,2011,4.552099113,19705,17269525,197.05
China,2011,6.865327041,10221,1367480264,102.21
China,2011,6.865327041,10221,1347565324,102.21
Colombia,2011,1.632160543,11788,46927125,117.88
Costa Rica,2011,1.648620786,12366,4726575,123.66
Cote d'Ivoire,2011,0.303706798,2444,20152894,24.44
Croatia,2011,4.82260244,19813,4395560,198.13
Cuba,2011,3.150413751,6928,11253665,69.28
Cyprus,2011,6.845621918,27272,1116564,272.72
Czech Republic,2011,10.88337627,26725,10534293,267.25
Denmark,2011,7.937766625,43575,5572594,435.75
Dominican Republic,2011,2.072450498,11679,10056181,116.79
Ecuador,2011,2.501981468,9985,14666055,99.85
El Salvador,2011,1.049723192,7607,6227491,76.07
Estonia,2011,14.37555927,21997,1340537,219.97
Ethiopia,2011,0.08305635,1199,84734262,11.99
Finland,2011,10.49203986,38432,5384770,384.32
France,2011,5.885247303,36691,63125894,366.91
Gabon,2011,2.912009656,16403,1534262,164.03
Georgia,2011,1.866444874,8946,4329026,89.46
Germany,2011,10.0180706,43189,82162512,431.89
Ghana,2011,0.379492431,3283,24965816,32.83
Greece,2011,8.275699644,24349,11390031,243.49
Guatemala,2011,0.770659812,6650,14757316,66.5
Haiti,2011,0.215306294,1648,10123787,16.48
Honduras,2011,1.050516632,4421,7754687,44.21
Hungary,2011,5.087589737,20886,9966116,208.86
Iceland,2011,10.77987793,36740,324366,367.4
India,2011,1.456958873,4768,1247236029,47.68
India,2011,1.456958873,4768,1241491960,47.68
Indonesia,2011,2.447322076,8849,242325638,88.49
Iraq,2011,4.186650251,11484,32664942,114.84
Ireland,2011,8.151991351,48980,4525802,489.8
Israel,2011,9.062859759,29370,7562194,293.7
Italy,2011,6.918206103,35151,60788694,351.51
Jamaica,2011,2.755831253,7141,2751273,71.41
Japan,2011,9.815919018,34979,126497241,349.79
Jordan,2011,2.804479169,11615,6330169,116.15
Kazakhstan,2011,13.64056204,21302,16206750,213.02
Kenya,2011,0.304283902,2712,41609728,27.12
Kuwait,2011,28.40133735,77126,2818042,771.26
Latvia,2011,3.767123517,18428,2243142,184.28
Lebanon,2011,4.416412982,16230,4259405,162.3
Libya,2011,6.339647708,12893,6422772,128.93
Lithuania,2011,4.567266891,20243,3307481,202.43
Luxembourg,2011,21.25312259,54031,515941,540.31
Malaysia,2011,7.601825575,19390,28859154,193.9
Malta,2011,6.346745561,23871,417855,238.71
Mauritius,2011,3.130890479,16483,1306593,164.83
Mexico,2011,4.085172062,15210,114793341,152.1
Moldova,2011,1.21727899,4892,3544864,48.92
Mongolia,2011,7.758959209,9484,2800114,94.84
Montenegro,2011,4.106480608,15747,632261,157.47
Morocco,2011,1.755918792,7226,32272974,72.26
Mozambique,2011,0.124598023,925,23929708,9.25
Myanmar,2011,0.281318097,3884,48336763,38.84
Namibia,2011,1.247874072,8203,2324004,82.03
Nepal,2011,0.193084904,2189,30485798,21.89
Netherlands,2011,10.10447988,44591,16664746,445.91
New Zealand,2011,7.769574535,32057,4414509,320.57
Nicaragua,2011,0.826756086,4189,5869859,41.89
Niger,2011,0.077226893,799,16068994,7.99
Nigeria,2011,0.578506282,5136,162470737,51.36
Norway,2011,9.091802557,80623,4924848,806.23
Oman,2011,16.45310466,44454,2846145,444.54
Pakistan,2011,0.909048641,4464,176745364,44.64
Panama,2011,2.670287824,16762,3571185,167.62
Paraguay,2011,0.833819499,7377,6568290,73.77
Peru,2011,1.636132406,10044,29399817,100.44
Philippines,2011,0.876749014,5851,94852030,58.51
Poland,2011,8.655700483,21837,38298949,218.37
Portugal,2011,4.865900676,25133,10689663,251.33
Qatar,2011,40.8019313,155533,1870041,1555.33
Romania,2011,4.402669048,17174,21436495,171.74
Russia,2011,11.95293244,23130,143263988,231.3
Saudi Arabia,2011,17.62372185,48470,28082541,484.7
Senegal,2011,0.587886643,2123,12767556,21.23
Serbia,2011,5.443458154,12463,9853969,124.63
Singapore,2011,8.729578748,61672,5187933,616.72
Slovenia,2011,7.95767309,26004,2035012,260.04
South Africa,2011,8.97236304,11838,50459978,118.38
Spain,2011,6.066936239,31600,46454895,316
Sri Lanka,2011,0.732788083,8918,21045394,89.18
Sudan,2011,0.444881289,3669,34735288,36.69
Sweden,2011,5.173306056,42079,9465892,420.79
Sweden,2011,5.173306056,42079,9440747,420.79
Switzerland,2011,5.167404005,58686,7701690,586.86
Tajikistan,2011,0.296833374,3111,6976958,31.11
Tanzania,2011,0.164113316,2227,46218486,22.27
Thailand,2011,4.084635496,13318,69518555,133.18
Togo,2011,0.375427179,1227,6154813,12.27
Trinidad and Tobago,2011,35.06696014,29745,1346350,297.45
Tunisia,2011,2.37182646,10437,10594057,104.37
Turkey,2011,4.696200171,17919,73639596,179.19
Turkmenistan,2011,12.01807729,16518,5105301,165.18
Ukraine,2011,6.737517454,10333,45190180,103.33
United Arab Emirates,2011,18.76106458,65307,7890924,653.07
United Kingdom,2011,7.362444853,34971,62417431,349.71
United States,2011,17.90928137,49675,311051373,496.75
United States,2011,17.90928137,49675,313085380,496.75
Uruguay,2011,2.260679417,17211,3380008,172.11
Uzbekistan,2011,3.888967004,7396,27760267,73.96
Vietnam,2011,1.6217942,4786,88791996,47.86
Zambia,2011,0.195768752,3205,13474959,32.05
Zimbabwe,2011,0.656153562,1515,12754378,15.15
Bulgaria,2012,6.60286764,15204,7397873,152.04
Cambodia,2012,0.360937264,2634,14478320,26.34
Cameroon,2012,0.283412972,2541,20468943,25.41
Canada,2012,16.15082562,42445,34674708,424.45
Chile,2012,4.604567268,20531,17423214,205.31
China,2012,7.00546028,10680,1375198619,106.8
China,2012,7.00546028,10680,1353600687,106.8
Colombia,2012,1.692572343,12123,47550708,121.23
Costa Rica,2012,1.634463867,12792,4793725,127.92
Cote d'Ivoire,2012,0.389517841,2636,20594615,26.36
Croatia,2012,4.478728403,19441,4387376,194.41
Cuba,2012,3.15642303,7138,11249266,71.38
Cyprus,2012,6.316770925,26011,1129166,260.11
Czech Republic,2012,10.47668339,26474,10565678,264.74
Denmark,2012,7.108051117,43510,5592738,435.1
Dominican Republic,2012,2.13209281,11848,10183339,118.48
Ecuador,2012,2.429399327,10398,14864987,103.98
El Salvador,2012,1.045730153,7726,6264129,77.26
Estonia,2012,13.53883215,23026,1339762,230.26
Ethiopia,2012,0.08815631,1287,86538534,12.87
Finland,2012,9.44246799,37704,5402627,377.04
France,2012,5.878588439,36571,63457777,365.71
Gabon,2012,2.890035872,16932,1563873,169.32
Georgia,2012,2.007782492,9491,4304363,94.91
Germany,2012,10.0559435,43320,81990837,433.2
Ghana,2012,0.447664794,3508,25545939,35.08
Greece,2012,8.034429274,22693,11418878,226.93
Guatemala,2012,0.762655753,6714,15137569,67.14
Haiti,2012,0.221483575,1674,10255644,16.74
Honduras,2012,1.033092685,4518,7912032,45.18
Hungary,2012,4.742653863,20631,9949589,206.31
Iceland,2012,10.71707434,36990,328290,369.9
India,2012,1.570590171,4932,1263065852,49.32
India,2012,1.570590171,4932,1258350971,49.32
Indonesia,2012,2.54394411,9285,244769110,92.85
Iraq,2012,4.60977381,12652,33703068,126.52
Ireland,2012,8.164557169,48333,4579498,483.33
Israel,2012,9.713398203,29517,7694670,295.17
Italy,2012,6.562283687,34068,60964145,340.68
Jamaica,2012,2.611126353,7053,2761331,70.53
Japan,2012,10.13874942,35580,126434653,355.8
Jordan,2012,2.979402204,11523,6457260,115.23
Kazakhstan,2012,13.82059719,22089,16381297,220.89
Kenya,2012,0.274182827,2765,42749418,27.65
Kuwait,2012,30.00696335,78801,2891553,788.01
Latvia,2012,3.670127005,19405,2234572,194.05
Lebanon,2012,4.549836122,16315,4291719,163.15
Libya,2012,8.455398928,29766,6469497,297.66
Lithuania,2012,4.653475408,21303,3292454,213.03
Luxembourg,2012,20.26360773,52562,523362,525.62
Malaysia,2012,7.401160207,20134,29321798,201.34
Malta,2012,6.679167112,24301,419212,243.01
Mauritius,2012,3.163028345,16893,1313803,168.93
Mexico,2012,4.127000819,15639,116146768,156.39
Moldova,2012,1.16986474,4905,3519266,49.05
Mongolia,2012,9.306178679,10493,2844081,104.93
Montenegro,2012,3.726085832,15421,632796,154.21
Morocco,2012,1.874473856,7365,32598536,73.65
Mozambique,2012,0.116089083,967,24475186,9.67
Myanmar,2012,0.214767262,4124,48724387,41.24
Namibia,2012,1.485962047,8483,2364433,84.83
Nepal,2012,0.199700989,2258,31011137,22.58
Netherlands,2012,9.824754911,43957,16714228,439.57
New Zealand,2012,8.050880004,32674,4461257,326.74
Nicaragua,2012,0.773992877,4376,5954898,43.76
Niger,2012,0.104696987,864,16644339,8.64
Nigeria,2012,0.577216881,5223,166629383,52.23
Norway,2012,8.890813532,81759,4960482,817.59
Oman,2012,16.8395268,44008,2904037,440.08
Pakistan,2012,0.897792255,4569,179951140,45.69
Panama,2012,2.611192689,18051,3624991,180.51
Paraguay,2012,0.814125373,7193,6682943,71.93
Peru,2012,1.788443057,10533,29733829,105.33
Philippines,2012,0.918036738,6144,96471461,61.44
Poland,2012,8.461340998,22188,38317090,221.88
Portugal,2012,4.713545942,24218,10699333,242.18
Qatar,2012,44.1888674,153922,1938754,1539.22
Romania,2012,4.279402813,17174,21387517,171.74
Russia,2012,12.03522741,23931,143420597,239.31
Saudi Arabia,2012,19.36232487,49867,28705133,498.67
Senegal,2012,0.537297772,2163,13107945,21.63
Serbia,2012,4.881607023,12384,9846582,123.84
Singapore,2012,6.894992523,62783,5256278,627.83
Slovenia,2012,7.668817583,25252,2040057,252.52
South Africa,2012,8.813139537,11992,50738255,119.92
Spain,2012,5.960024668,30699,46771596,306.99
Sri Lanka,2012,0.772391358,9678,21223550,96.78
Sweden,2012,4.863643077,41650,9540907,416.5
Sweden,2012,4.863643077,41650,9495392,416.5
Switzerland,2012,5.260537425,58674,7733709,586.74
Tajikistan,2012,0.363510908,3285,7078755,32.85
Tanzania,2012,0.188213486,2275,47656367,22.75
Thailand,2012,4.328526052,14227,69892142,142.27
Togo,2012,0.334219552,1263,6283092,12.63
Trinidad and Tobago,2012,33.77375766,30157,1350999,301.57
Tunisia,2012,2.41638732,10739,10704948,107.39
Turkey,2012,4.749033074,18170,74508771,181.7
Turkmenistan,2012,12.25035618,18135,5169660,181.35
Ukraine,2012,6.697012905,10383,44940268,103.83
United Arab Emirates,2012,19.54099853,68255,8105873,682.55
United Kingdom,2012,7.590167302,35185,62798099,351.85
United States,2012,17.12774837,50394,313335423,503.94
United States,2012,17.12774837,50394,315791284,503.94
Uruguay,2012,2.529775417,17876,3391428,178.76
Uzbekistan,2012,3.897046389,7928,28077486,79.28
Vietnam,2012,1.496655694,4984,89730274,49.84
Zambia,2012,0.236780739,3350,13883577,33.5
Zimbabwe,2012,0.517618809,1604,13013678,16.04
Bulgaria,2013,5.860883063,15420,7349462,154.2
Cambodia,2013,0.364501019,2782,14656016,27.82
Cameroon,2013,0.305462697,2612,20913595,26.12
Canada,2013,16.13627594,42994,34993747,429.94
Chile,2013,4.677091813,21135,17574464,211.35
China,2013,7.084593036,11328,1382793212,113.28
China,2013,7.084593036,11328,1359368470,113.28
Colombia,2013,1.879899621,12568,48165221,125.68
Costa Rica,2013,1.578961094,12916,4859957,129.16
Cote d'Ivoire,2013,0.433849069,2823,21057316,28.23
Croatia,2013,4.345259703,19298,4378806,192.98
Cuba,2013,3.030886974,7379,11244424,73.79
Cyprus,2013,5.677840416,24519,1141453,245.19
Czech Republic,2013,10.04307729,26338,10589806,263.38
Denmark,2013,7.418661147,43733,5611187,437.33
Dominican Republic,2013,2.038439056,12251,10308609,122.51
Ecuador,2013,2.57012993,10760,15061398,107.6
El Salvador,2013,0.974855195,7845,6302723,78.45
Estonia,2013,14.90329382,23436,1338832,234.36
Ethiopia,2013,0.106232779,1365,88356373,13.65
Finland,2013,9.546668238,37246,5418763,372.46
France,2013,5.855117145,36632,63782963,366.32
Gabon,2013,2.893191054,17532,1594205,175.32
Georgia,2013,1.894340841,9829,4278410,98.29
Germany,2013,10.24600469,43413,81804228,434.13
Ghana,2013,0.542055111,3683,26131336,36.83
Greece,2013,7.21848018,22118,11445691,221.18
Guatemala,2013,0.852562194,6829,15527502,68.29
Haiti,2013,0.227238283,1722,10388424,17.22
Honduras,2013,1.024627145,4561,8071522,45.61
Hungary,2013,4.447170002,21126,9933795,211.26
Iceland,2013,10.64670693,38258,331996,382.58
India,2013,1.562597867,5172,1278562207,51.72
India,2013,1.562597867,5172,1275137828,51.72
Indonesia,2013,1.928840482,9703,247188189,97.03
Iraq,2013,4.827485754,13158,34776205,131.58
Ireland,2013,7.941714967,48743,4631391,487.43
Israel,2013,8.438330609,30257,7818860,302.57
Italy,2013,6.090365056,33094,61087395,330.94
Jamaica,2013,2.818577849,7017,2771179,70.17
Japan,2013,10.24113216,36354,126345235,363.54
Jordan,2013,2.821582524,11488,6572903,114.88
Kazakhstan,2013,13.93811412,23131,16550975,231.31
Kenya,2013,0.284884491,2854,43923719,28.54
Kuwait,2013,27.18293678,75256,2959015,752.56
Latvia,2013,3.637618067,20129,2226260,201.29
Lebanon,2013,4.206961882,15055,4324060,150.55
Libya,2013,9.038496098,13326,6506095,133.26
Lithuania,2013,4.372655527,22274,3278337,222.74
Luxembourg,2013,18.7863851,53411,530018,534.11
Malaysia,2013,7.871231168,20760,29787203,207.6
Malta,2013,5.845142967,25162,420557,251.62
Mauritius,2013,3.239920656,17311,1320785,173.11
Mexico,2013,4.019715457,15680,117478371,156.8
Moldova,2013,1.203192956,5421,3495657,54.21
Mongolia,2013,13.48480276,11545,2887863,115.45
Montenegro,2013,3.581651236,16064,633167,160.64
Morocco,2013,1.739270865,7619,32925553,76.19
Mozambique,2013,0.146543149,1011,25028313,10.11
Myanmar,2013,0.247239379,4424,49119646,44.24
Namibia,2013,1.122871976,8793,2404477,87.93
Nepal,2013,0.224572964,2316,31535507,23.16
Netherlands,2013,9.783861145,43744,16761552,437.44
New Zealand,2013,7.795075731,32989,4508166,329.89
Nicaragua,2013,0.752809026,4527,6041763,45.27
Niger,2013,0.105015121,880,17239826,8.8
Nigeria,2013,0.557962542,5370,170901148,53.7
Norway,2013,8.72597451,81583,4991997,815.83
Oman,2013,16.3431334,41680,2957333,416.8
Pakistan,2013,0.883789575,4703,183188847,47.03
Panama,2013,2.722453076,18979,3678264,189.79
Paraguay,2013,0.823929208,8102,6798236,81.02
Peru,2013,1.831596767,11034,30075185,110.34
Philippines,2013,0.971993643,6472,98112780,64.72
Poland,2013,8.350713737,22510,38331803,225.1
Portugal,2013,4.567195275,24076,10704534,240.76
Qatar,2013,37.39325572,154159,1976840,1541.59
Romania,2013,3.828404857,17979,21338815,179.79
Russia,2013,11.60181554,24224,143597230,242.24
Saudi Arabia,2013,18.06026701,50005,29319402,500.05
Senegal,2013,0.555932204,2185,13454191,21.85
Serbia,2013,4.993806539,12764,9835010,127.64
Singapore,2013,10.3772064,64633,5300914,646.33
Slovenia,2013,7.340853523,24944,2044766,249.44
South Africa,2013,8.64127876,12171,50981076,121.71
Spain,2013,5.411048213,30280,47042602,302.8
Sri Lanka,2013,0.7430762,9928,21393876,99.28
Sweden,2013,4.656042346,41811,9615247,418.11
Sweden,2013,4.656042346,41811,9545823,418.11
Switzerland,2013,5.309927563,59036,7761820,590.36
Tajikistan,2013,0.42029099,3471,7183529,34.71
Tanzania,2013,0.2154965,2372,49153002,23.72
Thailand,2013,4.357053716,14562,70243267,145.62
Togo,2013,0.31749773,1292,6412560,12.92
Trinidad and Tobago,2013,34.42655207,30987,1355342,309.87
Tunisia,2013,2.439090231,10898,10813680,108.98
Turkey,2013,4.575711419,18788,75359032,187.88
Turkmenistan,2013,12.36874697,19751,5234640,197.51
Ukraine,2013,6.562538172,10404,44696741,104.04
United Arab Emirates,2013,18.67711334,70791,8207940,707.91
United Kingdom,2013,7.39053787,35618,63177406,356.18
United States,2013,17.49277652,50863,315536676,508.63
United States,2013,17.49277652,50863,318497630,508.63
Uruguay,2013,2.197720866,18589,3403117,185.89
Uzbekistan,2013,3.419579153,8482,28398155,84.82
Vietnam,2013,1.534889264,5200,90656550,52
Zambia,2013,0.247877823,3419,14314515,34.19
Zimbabwe,2013,0.766298096,1604,13327925,16.04
China,2014,7.06444652,11944,1390110388,119.44
India,2014,1.706162256,5458,1293859294,54.58
Russia,2014,11.596374,24387,143761378,243.87
Sweden,2014,4.461144423,42476,9689376,424.76
United States,2014,17.52732173,51664,317718779,516.64
China,2015,6.9550961,12244,1397028553,122.44
India,2015,1.738971219,5794,1309053980,57.94
Russia,2015,11.6194195,23691,143888004,236.91
Sweden,2015,4.44361839,43746,9763565,437.46
United States,2015,16.94376372,52591,319929162,525.91
China,2016,6.914483012,12569,1403500365,125.69
India,2016,1.79542312,6125,1324171354,61.25
Sweden,2016,4.327102935,44659,9837533,446.59
United States,2016,16.48416388,53015,322179605,530.15
